,LVMH,TELECOM ITALIA,NOKIA,DEUTSCHE BANK,AEGON,SCHLUMBERGER,NTTDoCoMo,HONDA MOTOR,TOSHIBA,PROCTER & GAMBLE,BANK OF AMERICA,ENEL,LEGAL & GENERAL,BRIDGESTONE,AIR LQUIDE,GENERALI
30/05/16,"145,4","0,845","4,94","12,53","4,62","78,53","2,87","2,612","2,843","82,65","14,43","4,05","236,4","3,302","87,31","12,5"
31/05/16,"144,05","0,863","5,05","12,09","4,62","77,64","2,841","2,583","2,891","83,17","14,19","4,11","188,5","3,33","85,47","12,71"
01/06/16,"144,4","0,865","5,08","11,75","4,54","77,46","2,884","2,466","2,771","83,2","13,83","4,13",165,"3,179","85,74","12,95"
02/06/16,"145,35","0,853","4,86","11,86","4,55","76,85","2,851","2,463","2,724","82,57","13,6","4,12",178,"3,159","85,89","12,89"
03/06/16,"145,25","0,822","4,94","11,6","4,4","76,34","2,795","2,477","2,695","83,35","13,26","3,98","188,7","3,14","84,32","12,31"
06/06/16,"145,25","0,792","4,95","12,21","4,42","77,5","2,841","2,577","2,85","82,95","13,34","3,92","190,7","3,253","84,08","11,91"
07/06/16,"149,4","0,762","4,97","12,92","4,43","77,59","2,832","2,646","2,933","83,41","13,31","3,85","191,2","3,373","84,3","11,57"
08/06/16,"147,55","0,76","5,04","13,21","4,35","78,52","2,805","2,739","3,001","83,13","13,4","3,91",187,"3,428","83,93","11,61"
09/06/16,"145,75","0,74","4,56","13,46","4,29","78,27","2,858","2,701","3,009","83,04","13,54","3,93","173,7","3,495","83,33","11,48"
10/06/16,"142,7","0,769","4,82","13,89","4,09","79,59","2,848","2,8","2,977","83,41","13,62","4,02",167,"3,539","82,53","11,93"
13/06/16,"140,5","0,795","4,97","11,93","3,94","76,66","2,865","2,825","2,995","83,57","13,61","3,96","171,4","3,54","81,5","12,29"
14/06/16,"137,1","0,786","5,11","11,19","3,87","75,07","2,906","2,798","3,021","84,21","14,04","3,97",177,"3,541","79,92","12,51"
15/06/16,"139,2","0,79","5,08","11,29","3,9","76,63","2,875","2,924","3,057","82,26",13,"3,91","183,6","3,578","80,83","12,58"
16/06/16,"137,6","0,828","4,98","11,3","3,79","77,83","2,887","2,853","3,026","81,23","12,18",4,"188,9","3,54","80,63","13,12"
17/06/16,"137,5","0,69","4,81",11,"3,87","79,08","2,84","2,855","2,965","82,46","12,7","3,6","185,8","3,571","80,85","10,92"
20/06/16,"143,9","0,668","4,77","11,21","4,12","79,52","2,838","2,801","2,689","83,91","13,19","3,59",190,"3,501","82,84","9,99"
21/06/16,"143,2","0,703","4,79","11,01","4,18","77,63","2,795","2,863","2,718","84,67","13,27","3,74","188,6","3,607","83,44","10,15"
22/06/16,"142,75","0,745","4,94","10,91","4,24","78,06","2,778","2,839","2,666","84,78","13,1","3,9","191,2","3,59","83,86","10,39"
23/06/16,"144,6","0,735","5,04","10,3","4,34","77,7","2,75","2,842","2,692","85,44","12,74","3,98","191,4","3,601","85,17","10,55"
24/06/16,"135,15","0,737","5,07","10,21","3,86","78,74","2,794","2,842","2,648","85,03","12,86","3,98","197,3","3,564","80,46","10,67"
27/06/16,"131,4","0,74","5,31","10,49","3,61","78,02","2,81","2,76","2,621","84,83","13,01","3,98",196,"3,49","78,55","10,37"
28/06/16,"134,65","0,731","5,35","10,73","3,56","79,65","2,761","2,865","2,547","85,77","13,17","3,96","195,4","3,437","79,76","10,17"
29/06/16,"135,75","0,652","5,34","11,41","3,53","78,88","2,71","2,925","2,659","85,75","13,21","3,88","199,4","3,536","82,38","9,82"
30/06/16,136,"0,634","5,3","11,22","3,53","79,1","2,662","2,904","2,596","85,75","13,54","3,86","199,3","3,493","83,29","9,84"
01/07/16,"136,15","0,648","5,18","11,62","3,54","79,35","2,62","3,002","2,668","85,89","13,44","3,93","203,8","3,628","83,84","10,6"
04/07/16,"136,9","0,663","5,28","11,62","3,47","79,7","2,661","2,992","2,668","85,87","13,65","3,96","200,6","3,616","83,65","10,68"
05/07/16,"134,55","0,693","5,29","11,71","3,18","79,81","2,7","2,962","2,639","86,01","13,66","3,98","205,7","3,37","82,79","11,22"
06/07/16,"132,5","0,656","5,3","11,39","3,04","80,6","2,72","2,955","2,739","85,93","14,11","3,98","205,9","3,356","79,34","11,11"
07/07/16,"133,3","0,667","5,29","11,56","3,16","80,02","2,715","2,949","2,911","86,17","14,26","3,99","205,3","3,358","79,66","11,4"
08/07/16,"134,4","0,673","5,24","11,76","3,3","81,61","2,709","2,929","2,901","85,32","14,4","3,99","205,4","3,325","79,58","11,29"
11/07/16,"137,5","0,694","5,27","11,68","3,37","80,71","2,704","3,028","2,95","85,26","14,27",4,209,"3,36","81,61","11,35"
12/07/16,"139,7","0,693","5,16","11,75","3,42","80,6","2,674","2,988","2,936","85,72","14,38","3,97","213,5","3,323","82,68","11,21"
13/07/16,"139,25","0,687","5,14","11,47","3,45","79,88","2,653","3,093","3,011","85,8","14,37","3,98","218,1","3,339","82,88","11,36"
14/07/16,141,"0,678","5,06","11,11","3,47","79,05","2,673","3,131","3,046","85,27","14,53","4,02",206,"3,39","83,95","11,29"
15/07/16,140,"0,695","4,98","10,63","3,45","80,52","2,705","3,066","3,017","84,46","14,63","4,03","212,8","3,382","84,91","11,24"
18/07/16,"140,35","0,7","4,96","10,73","3,49","78,46","2,674","3,089","3,077","84,81","14,68","4,03","213,2","3,4","84,89","11,17"
19/07/16,"139,35","0,693","4,9","10,54","3,46","78,89","2,668","3,091","3,067","85,59","14,49","4,02",213,"3,427","84,23","11,09"
20/07/16,"142,15","0,747","4,92","10,03","3,54","79,62","2,639","3,024","3,02","86,41","14,33","4,02","215,6","3,4","84,22","11,3"
21/07/16,"142,5","0,743","4,94",10,"3,53","80,39","2,684","3,136","3,147","86,76","14,13","4,01","211,7","3,481","84,18","10,99"
22/07/16,"142,3","0,764","5,06","10,17","3,48","81,2","2,632","3,156","3,167","85,97","14,48","4,12","210,6","3,513","84,69","11,78"
25/07/16,"144,45","0,764","5,07","10,53","3,54","82,5","2,603","3,17","3,272","86,05","14,48","4,1","208,3","3,555","84,76","11,73"
26/07/16,"143,7","0,745","5,09","10,85","3,53","81,83","2,627","3,204","3,258","85,78","15,05","4,04","205,9","3,582","85,13","11,27"
27/07/16,"154,45","0,742","5,13","11,04","3,62","80,85","2,656","3,185","3,294","85,76","15,13","4,03","206,8","3,58","85,71","11,24"
28/07/16,"153,35","0,752","5,12","11,38","3,57","81,5","2,659","3,177","3,343","85,99","15,19","4,04",210,"3,603","84,29","11,27"
29/07/16,"153,4","0,767","5,09","11,39","3,65","81,2","2,665","3,179","3,408","86,31","14,81","4,09","210,4","3,607","84,46","11,72"
01/08/16,"152,9","0,768",5,"11,38","3,54","82,04","2,652","3,169","3,38","86,73","14,88","4,07","207,2","3,581","82,42","11,96"
02/08/16,"149,5","0,762","5,03","11,39","3,42","81,92","2,642","3,167","3,331","87,04","14,91","4,06","207,3","3,589","81,25","12,1"
03/08/16,"149,85","0,756","5,02","11,31","3,45","82,21","2,601","3,136","3,357","87,02","15,02","4,05","208,8","3,606","81,52","12,11"
04/08/16,"149,85","0,789","4,94","10,96","3,49","83,86","2,578","3,09","3,227","86,58","15,17","4,11","210,3","3,541","81,14","12,18"
05/08/16,"153,4","0,787","5,01","11,01","3,65","83,31","2,553","3,111","3,241","86,96","15,15","4,1","210,9","3,587","82,54","12,1"
08/08/16,152,"0,791","5,11","10,67","3,74","82,05","2,537","3,071","3,154","87,44","15,16","4,01","216,4","3,57","82,78","11,75"
09/08/16,"153,6","0,806","5,04","10,68","3,79","81,75","2,51","2,982","3,082","87,31","15,22","3,93","215,6","3,564","84,81","11,43"
10/08/16,"153,05","0,809","5,07","11,06","3,85","81,33","2,517","2,984","3,202","86,85","15,18","3,94","214,3","3,565","85,07","11,46"
11/08/16,"156,2","0,799","5,07","11,32","3,82","81,34","2,559","2,961","3,16","87,4","15,35","3,89","214,2","3,628","86,02","11,09"
12/08/16,"158,6","0,793","5,14","11,15","3,69","80,9","2,583","3,08","3,235","87,31","15,4","3,9",217,"3,687","85,91","11,18"
15/08/16,"158,7","0,809","5,04","11,24","3,71","81,14","2,617","3,007","3,2","87,9","15,53","3,94","215,7","3,718","85,87","11,68"
16/08/16,"157,15","0,808","5,02","11,08","3,65","80,64","2,616","2,943","3,107","87,58","15,79","3,94","209,9","3,676","87,89","11,64"
17/08/16,"156,05","0,807","5,15","11,5","3,63",79,"2,623","2,972","3,288","88,3","15,84","3,95","207,4","3,693","87,16","11,31"
18/08/16,"157,4","0,815","5,1","11,79","3,66","78,96","2,564","2,918","3,449","87,54","16,19","3,98","208,9","3,736","87,48","11,19"
19/08/16,"157,05","0,809","5,09","11,67","3,41","78,55","2,564","2,955","3,455","87,31","16,14","3,92","211,2","3,757","87,09","10,97"
22/08/16,"156,15","0,825","5,19","11,89","3,43","78,78","2,562","2,888","3,35","88,31","15,98","3,96","208,5","3,706","86,24","11,25"
23/08/16,"156,9","0,814","5,13","11,83","3,52","78,61","2,552","2,931","3,38","88,2",16,"3,96","212,8","3,721","86,69","11,4"
24/08/16,"157,3","0,817","5,1","11,51","3,51","79,38","2,556","2,987","3,427","88,64","15,78","3,95","214,7","3,724","86,73","11,52"
25/08/16,"155,6","0,82","4,96","11,56","3,44","77,56","2,517","3,074","3,456","87,95","15,7","4,04","222,6","3,817","85,99","11,6"
26/08/16,"155,9","0,818","4,93","11,7","3,44","78,8","2,511","3,072","3,463","87,78","15,86","4,04","224,2","3,832","87,62","11,51"
29/08/16,"155,5","0,805","4,87","12,18","3,44","77,08","2,459","3,069","3,501","86,24","15,74","4,02",224,"3,948","87,15","11,42"
30/08/16,"154,75","0,805","4,89","11,87","3,53","76,37","2,513","3,06","3,535","88,25","15,9","4,13","218,6","3,93","87,35","11,58"
31/08/16,"151,7","0,817","4,84","11,64","3,67","76,8","2,492","3,039","3,553","87,05","15,72","4,11","216,2","3,884","87,07","11,87"
01/09/16,"152,6","0,804","4,91","11,55","3,61","76,33","2,491","3,049","3,665","87,01","15,63","4,05",219,"3,894","86,5","12,04"
02/09/16,"156,2","0,789","4,89","11,69","3,68","75,96","2,562","3,07","3,747","88,06","15,67","3,97","218,8","3,908","87,61","11,72"
05/09/16,"155,45","0,759","4,93","10,7","3,68","75,37","2,538","3,067","3,782","88,05","15,49","3,91","218,7","3,918","87,4","11,31"
06/09/16,"156,15","0,75","5,1","10,44","3,61","76,56","2,569","3,089","3,802","88,37","15,59","3,92","216,6","3,84","87,31","11,12"
07/09/16,"156,45","0,754","5,04","10,05","3,59","77,01","2,569","3,056","3,701","88,58","15,6","3,94","220,5","3,83","87,4","11,3"
08/09/16,"154,1","0,734","4,98","10,06","3,62","75,92","2,577","3,099","3,783","87,8","15,65","3,88","222,1","3,907","86,03",11
09/09/16,"152,2","0,732","5,06","10,39","3,66","75,58","2,515","3,097","3,755","88,99","15,6","3,94","221,6","3,906","84,67","11,19"
12/09/16,152,"0,729","5,08","10,18","3,53","75,33","2,518","3,081","3,779","87,76","15,52","3,93","221,4","3,942","83,81","11,16"
13/09/16,"150,8","0,748","5,13","9,42","3,42","78,01","2,53","3,146","3,779","87,85","15,09","3,91","218,1","3,993","87,84","11,28"
14/09/16,"147,4","0,767","5,16","9,42","3,36","77,37","2,601","3,144","3,765","88,36","15,29","4,04","214,7","3,96",89,"11,31"
15/09/16,"147,65","0,764","5,13","9,61","3,38","78,64","2,602","3,132","3,795","89,46","15,38","3,97",217,"3,991","88,18","11,2"
16/09/16,"146,65","0,743","5,19","9,71","3,3","78,9","2,604","3,15","3,791","88,23","15,16","3,92","211,2","4,018","87,51","10,94"
19/09/16,"149,05","0,735","5,11","10,33","3,36","78,54","2,641","3,144","3,81","89,75","15,65","3,93","210,8","3,915","88,11","10,89"
20/09/16,"150,05","0,75","4,93","10,48","3,38","80,15","2,651","3,08","3,847","88,66","15,63","3,96","205,7","3,934","87,3","10,91"
21/09/16,"150,2","0,744","4,87","10,77","3,48","81,42","2,607","2,974","3,711","88,35","15,8","3,97",210,"3,874","86,98","10,96"
22/09/16,"154,2","0,739","4,96","10,74","3,52","81,31","2,581","2,869","3,635","88,85","16,11","3,97","208,1","3,836","88,59","10,86"
23/09/16,"153,75","0,732","4,87","10,79","3,55","82,33","2,556","2,941","3,755","89,22","16,22","3,91","210,9","3,892","87,64","10,81"
26/09/16,"151,75","0,732","4,62","11,16","3,44","81,69","2,524","2,968","3,704",90,"16,13","3,91","209,3","3,932","85,85","10,78"
27/09/16,"151,85","0,73","4,44","10,98","3,36","81,44","2,461","2,736","3,515","89,06","16,3","3,85",210,"3,728","85,71","11,23"
28/09/16,"152,4","0,726","4,52","11,02","3,41","81,53","2,476","2,981","3,819","88,54","16,11","3,83","208,6","3,949","87,05","11,38"
29/09/16,"150,7","0,723","4,51","10,7","3,43","81,32","2,394","2,999","3,855","88,57","16,03","3,77","209,6","3,987","86,67","11,31"
30/09/16,"151,8","0,74","4,56","10,92","3,41","80,98","2,39","3,088","3,874","88,24","15,83","3,83","210,1","4,18","86,77","11,37"
03/10/16,152,"0,722","4,51","10,91","3,41","81,39","2,396","3,098","3,888","88,43",16,"3,79","211,8","4,154","87,85","11,36"
04/10/16,"156,6","0,701","4,54","11,11","3,47","83,44","2,468","3,141","3,868","87,83","16,05","3,74","209,4","4,194","88,26","11,52"
05/10/16,"156,25","0,695","4,5","11,2","3,62","82,99","2,491","3,156","3,901","87,45","16,26","3,76","209,5","4,179","87,48","11,19"
06/10/16,155,"0,716","4,55","11,63","3,71","80,47","2,44","3,187","3,891","85,54","16,47","3,84","207,6","4,214","85,61","11,37"
07/10/16,"155,4","0,733","4,53","11,71","3,67","80,31","2,51","3,186","3,887","84,93","16,56","3,82","213,6","4,244","84,55","11,64"
10/10/16,"157,05","0,758","4,68","11,92","3,67","80,22","2,553","3,154","3,97","84,33","16,67","3,91","207,7","4,225","84,91","11,87"
11/10/16,"164,1","0,757","4,32","11,73","3,7","80,02","2,561","3,278","4,062","84,1","16,77","3,92","212,8","4,314","84,43","11,92"
12/10/16,"164,35","0,76","4,15","11,87","3,87","79,6","2,596","3,345","4,103","86,97","16,72","3,95","212,9","4,347","84,14","11,89"
13/10/16,163,"0,773","4,07","11,94","3,65","79,2","2,642","3,325","4,19","87,4","16,87","3,94","221,7","4,349","83,95","11,94"
14/10/16,"166,8","0,793","3,97","11,89","3,72","78,23","2,632","3,307","4,251","86,58","16,91","3,91","232,8","4,349","84,7","12,09"
17/10/16,"165,4","0,799","3,98","11,74","3,74","78,7","2,624","3,332","4,252","86,84","16,68","3,91","229,9","4,367","83,7","12,06"
18/10/16,"166,3","0,8","3,94","11,29","3,79","77,76","2,634","3,396","4,275","86,8","16,5","3,95","234,7","4,287","84,64","12,16"
19/10/16,"167,35","0,793","3,86","10,97","3,82","78,46","2,597","3,367","4,275","86,85","16,61","3,94","235,2","4,22","84,41","12,13"
20/10/16,"168,1","0,791","3,99","10,96","3,86","77,84","2,58","3,302","4,364","86,74","16,48","3,94","232,1","4,155","84,65","11,85"
21/10/16,"167,15","0,791","3,97","10,92","3,85","79,75","2,57","3,33","4,53","86,6","16,48","3,92","233,5","4,168","84,79","11,77"
24/10/16,168,"0,79","4,01","11,48","3,93","79,84","2,525","3,375","4,6","85,08","16,55","3,92","232,7","4,149","84,39","11,59"
25/10/16,"166,9","0,773","4,09","11,51","3,96","79,94","2,612","3,437","4,65","86,56","17,01","3,85","229,9","4,227","85,45","11,3"
26/10/16,"168,05","0,771","4,01","11,92","3,98","79,88","2,601","3,473","4,65","87,46",17,"3,83",235,"4,253","83,65","11,25"
27/10/16,168,"0,75","3,96","12,59",4,"78,66","2,638","3,466","4,538","85,93","17,97","3,82","234,7","4,283","84,15","11,07"
28/10/16,"167,95","0,748","3,81","13,16","3,99","78,71","2,692","3,458","4,544","82,96","18,76","3,84","236,8","4,306","85,02","11,34"
31/10/16,"165,55","0,757","3,84","13,66","3,93","81,16","2,717","3,477","4,678","83,58","19,02","3,87","237,9","4,407","84,25","11,51"
01/11/16,"165,15","0,746","3,88","13,66","3,9","81,04","2,713","3,526","4,628",83,"20,08","3,78","236,9","4,407","83,59","11,76"
02/11/16,"162,75","0,732","3,91","13,45","3,79","80,1","2,682","3,56","4,606","83,62","20,16","3,65","238,9","4,436","83,18","11,77"
03/11/16,"162,9","0,714","3,88","13,41","3,86",80,"2,712","3,533","4,631","83,19","19,75","3,64","235,8","4,415","82,37","11,76"
04/11/16,"161,7","0,696","3,91","13,35","3,8","81,71","2,728","3,525","4,582","83,07","20,08","3,61","242,3","4,398","82,65","11,85"
07/11/16,"164,25","0,708","3,92","13,4","3,91","81,5","2,718","3,527","4,525",82,20,"3,65","242,5","4,383","84,08","11,74"
08/11/16,"166,15","0,703","4,04","13,31","3,92","81,4","2,73","3,57","4,461","82,64","20,33","3,65","241,7","4,407","84,38","11,6"
09/11/16,"165,6","0,702","4,08","13,3","4,1","81,29","2,673","3,495","4,431","82,76","20,3","3,7",237,"4,368","84,91","11,41"
10/11/16,"162,55","0,687",4,"13,25","4,65","81,06","2,661","3,497","3,916","82,68","20,56","3,62","244,4","4,377","86,61","11,25"
11/11/16,162,"0,685","4,02","13,25","4,65","79,92","2,671","3,49","3,116","83,46","20,86","3,65","245,4","4,284","86,33","11,23"
14/11/16,"162,7","0,698","4,06","12,92","4,84","84,05","2,666","3,443","2,587","83,07","20,3","3,76","243,8","4,223","86,82","11,65"
15/11/16,"165,8","0,703",4,"13,08","4,8","84,61","2,663","3,415","2,831","82,89","20,29","3,74","239,4","4,214","85,43","11,3"
16/11/16,"162,5","0,705","3,94","13,26","4,74","85,01","2,708","3,571","2,774","82,46","21,12","3,73","239,9","4,323","84,89","11,25"
17/11/16,"165,55","0,715","4,12","13,5","4,78","84,43","2,759","3,569","2,905","81,86","21,5","3,74","238,1","4,299","86,17","11,6"
18/11/16,"165,25","0,684","4,3","13,24","4,77","83,96","2,751","3,501","2,872","82,4","21,23","3,7","242,9","4,265","85,32","11,32"
21/11/16,"168,3","0,703","4,29","13,64","4,72","84,35","2,731","3,462","2,886","82,99","21,84","3,79","242,7","4,226","85,55","11,64"
22/11/16,"168,1","0,714","4,33","14,72","4,82","84,47","2,761","3,471","3,011","82,91","22,16","3,81","240,6","4,207","85,83","11,92"
23/11/16,"167,25","0,71","4,34","15,51","4,8","84,78","2,739","3,457","2,848","84,18","22,57","3,79","243,8","4,136","85,47","12,34"
24/11/16,"168,25","0,722","4,44","15,95","4,82","85,01","2,76","3,446","2,871","83,5","22,95","3,83","245,5","4,193","85,99","12,31"
25/11/16,169,"0,7","4,46","15,48","4,79","86,13","2,754","3,445","2,808","84,37","23,09","3,74","246,2","4,144","86,13","12,2"
28/11/16,"167,5","0,718","4,52","15,4","4,73","85,16","2,715","3,353","2,817","85,13","22,61","3,93",247,"4,086","85,31","12,83"
29/11/16,"170,75","0,755","4,65","15,59","4,76","85,28","2,707","3,403","2,884","85,18","22,61","3,95","246,1","4,053","86,23","13,77"
30/11/16,"171,7","0,765","4,68","15,39","4,8","85,5","2,749","3,488","2,423","84,37","22,67","3,96","248,7","4,096","87,35","14,4"
01/12/16,"170,55","0,763","4,68","16,22","4,79","85,12","2,755","3,492","2,467","84,68","23,16","3,97","247,6","4,122","87,25","14,02"
02/12/16,"169,15","0,756","4,73","16,36","4,76","85,28","2,718","3,432","2,689","84,68","22,66","4,01",249,"4,052","86,65","14,06"
05/12/16,"171,1","0,767","4,5","15,62","4,95","86,16","2,726","3,375","2,598","84,71","22,48","4,09","252,2","4,055","87,56","13,96"
06/12/16,"173,1","0,765","4,66","16,13",5,"86,38","2,742","3,45","2,544","84,57","22,71","4,04","247,4","4,049","89,25","13,82"
07/12/16,"175,7","0,793","4,69","16,06","5,24","85,51","2,74","3,502","2,585","84,28","22,63","4,08","249,6","4,091","91,82","14,17"
08/12/16,"176,55","0,807","4,62","15,84","5,27","85,44","2,783","3,484","2,599","84,47","22,54","4,02","248,8","4,208","93,41","14,4"
09/12/16,"176,1","0,827","4,6","15,9","5,21","84,63","2,718","3,485","2,503","84,96","22,6","4,06","248,4","4,236","94,55","14,2"
12/12/16,"176,15","0,843","4,59","15,65","5,22","84,2","2,707","3,387","2,423","84,6","22,61","4,12","246,6","4,143","94,32","14,33"
13/12/16,"177,9","0,84","4,63","15,64","5,22","83,95","2,717","3,415","2,443","84,07","22,33","4,09",246,"4,153","94,55","14,24"
14/12/16,"176,5","0,821","4,57","15,27","5,19","84,8","2,691","3,417","2,408","84,35",22,"4,07","248,7","4,091","94,41","14,26"
15/12/16,"177,75","0,858","4,58","15,4","5,24","85,43","2,688","3,423","2,388","84,08","22,1","4,12",246,"4,033","95,82","14,37"
16/12/16,"179,2","0,87","4,58","15,66","5,27","85,3","2,69","3,493","2,412","84,2","22,53","4,16","244,9","4,063","96,41","14,38"
19/12/16,"179,2","0,843","4,58","15,81","5,22","86,48","2,69","3,541","2,405","84,5","22,95","4,14","242,4","4,054","96,36","14,19"
20/12/16,179,"0,842","4,57","16,3","5,25","85,77","2,677","3,574","2,418","85,06","22,68","4,16",241,"4,093","95,55","14,11"
21/12/16,"179,6","0,837","4,51","16,17","5,28","84,6","2,69","3,504","2,255","85,03","22,68","4,19","238,5","4,04","95,68","14,12"
22/12/16,"179,75","0,858","4,4","16,35","5,26","85,66","2,74","3,605","2,379","84,4","22,55","4,22","238,2","4,201","95,5","14,35"
23/12/16,"179,3","0,852","4,5","16,15","5,27","85,33","2,722","3,65","2,498","83,49","22,94","4,17","239,7","4,226","95,64","14,45"
27/12/16,"179,95","0,855","4,45","15,76","5,25","84,82","2,674","3,6","2,298","83,75","23,07","4,17","241,4","4,27","95,82","14,52"
28/12/16,"180,85","0,843","4,42","16,13","5,25","86,43","2,681","3,631","2,097","83,84","22,92","4,18","243,3","4,281","95,91","14,43"
29/12/16,"179,4","0,848","4,42","15,57","5,2","87,48","2,677","3,609","2,027","84,01","23,01","4,16","243,8","4,276","95,91","14,46"
30/12/16,"181,4","0,822","4,42","16,19","5,23","87,2","2,681","3,586","1,84","85,21","22,05","4,15","239,8","4,315","96,05","14,14"
02/01/17,"181,8","0,828","4,45","15,7","5,27","86,49","2,691","3,574","1,863","84,93","22,63","4,12","234,9","4,549","95,82","14,17"
03/01/17,"179,7","0,846","4,31","15,6","5,36","84,27","2,7","3,596","1,837","84,7","22,53","4,14","235,6","4,545","96,05","14,08"
04/01/17,"178,1","0,834","4,31","15,67","5,38","84,58","2,699","3,619","2,247","87,45","22,64","4,13","232,8","4,548","95,95","13,91"
05/01/17,"176,95","0,853","4,26","15,8","5,31","85,51","2,695","3,57","2,15","86,96","22,56","4,16","238,1","4,547",96,"14,02"
06/01/17,"179,25","0,852","4,39","16,12","5,31","84,88","2,704","3,553","2,239","87,86","22,95","4,1","235,7","4,533","96,41","13,7"
09/01/17,"180,95","0,838","4,33","15,94","5,17","84,5","2,688","3,498","2,158","87,16","23,37","4,14",239,"4,495","95,18","13,66"
10/01/17,"181,1","0,831","4,21","16,37","5,15","83,61","2,667","3,489","2,082","86,6","23,44","4,15","238,2","4,481","94,95","13,55"
11/01/17,"183,25","0,84","4,15","17,31","5,18","83,71","2,688","3,521","2,115","86,72","23,36","4,13","241,8","4,516","95,86","13,72"
12/01/17,"186,55","0,846","4,21","17,35","5,09","83,17","2,683","3,543","2,172","86,75","22,95","4,14",243,"4,535","94,73","13,71"
13/01/17,"188,95","0,84","4,45","17,12","5,22","82,44","2,68","3,557","2,133","87,6","22,64","4,08","243,5","4,511","95,41","14,25"
16/01/17,"187,55","0,831","4,43","16,61","5,12","82,5","2,676","3,536","2,135","87,33","22,89","4,08","243,9","4,522","93,55","15,42"
17/01/17,"186,85","0,823","4,4","16,41","5,07","81,69","2,695","3,557","2,16","87,76","22,72","4,01","246,9","4,5","93,18","15,57"
18/01/17,"188,1","0,81","4,51","17,12","4,96","81,07","2,676","3,537","2,207","87,41","23,29","3,98","245,6","4,517","93,09","15,63"
19/01/17,190,"0,8","4,55","16,23","5,01","81,12","2,675","3,542","2,048","87,4","23,12","3,93",244,"4,613","93,86","15,4"
20/01/17,"190,95","0,781","4,58","16,81","5,02","81,21","2,678","3,595","2,083","88,01","22,9","3,85","245,7","4,698","93,68","14,91"
23/01/17,"190,35","0,795","4,56","16,49","4,94","82,16","2,734","3,554","2,149","88,33","22,67","3,86","244,2","4,691","93,32","14,74"
24/01/17,"189,05","0,793","4,64","16,34","5,01","81,82","2,705","3,536","2,159","88,67","23,12","3,87","245,2","4,653","93,41","14,68"
25/01/17,"191,4","0,798","4,66","16,01","5,21","82,46","2,717","3,574","1,895","87,97","23,08","3,89","246,3","4,623","94,23","14,94"
26/01/17,"190,45","0,819","4,68","16,07","5,22","81,75","2,744","3,556","1,836","88,31","23,4","3,92","247,2","4,628","94,05","14,98"
27/01/17,"186,85","0,83","4,71","15,89","5,18","81,13","2,728","3,534","1,901","87,86","24,06","3,84","247,1","4,613","92,95","14,63"
30/01/17,"184,35","0,81","4,7","16,18","5,06","80,65","2,701","3,542","1,965","91,12","24,58","3,87","248,3","4,613","92,05","14,55"
31/01/17,"186,6","0,819","4,72","16,44","5,01","80,68","2,673","3,413","1,94","90,79","24,58","3,98","251,7","4,531","90,91","14,39"
01/02/17,188,"0,825","4,76","16,86","5,14","79,7","2,662","3,434","2,073","91,09","24,52","4,04",252,"4,506","91,18","14,5"
02/02/17,"187,5","0,804","4,78","16,52","5,08","80,47","2,69","3,44","2,23","91,67","24,78","4,05","254,1","4,543","91,32","14,4"
03/02/17,"188,95","0,808","4,8","16,24","5,2","80,15","2,676","3,39","2,184","91,44","24,79","4,03","255,2","4,476","91,73","14,77"
06/02/17,"185,15","0,798","4,82","16,51","5,1","81,06","2,705","3,403","2,172","91,13","24,58","4,02","254,2","4,554","90,41","15,01"
07/02/17,"184,45","0,795","4,84","16,59","5,08","80,36","2,652","3,436","2,194","91,05","24,23","3,96","248,8","4,546","91,09","14,73"
08/02/17,"182,35","0,792","4,84","16,62","5,03","82,27","2,612","3,395","2,282","90,89","24,57","4,02","250,3","4,513","91,05","14,78"
09/02/17,"185,5","0,784","4,93","16,55","5,13","80,95","2,593","3,351","2,414","91,07","24,68","4,04","248,8","4,503","92,14","14,86"
10/02/17,"185,1","0,777","4,94","16,19","5,15","80,7","2,623","3,351","2,282","91,66","25,5",4,"249,4","4,524","92,36","14,65"
13/02/17,"189,8","0,77","4,98","16,43","5,23","80,72","2,632","3,262","2,068","90,91","25,23","4,01","246,4","4,533","93,86","14,62"
14/02/17,"190,15","0,76","4,94","16,6","5,26","79,95","2,632","3,21","2,149","90,5","25,44","3,96","249,3","4,503","93,32","14,51"
15/02/17,"188,7","0,771","4,91","17,45","5,31","78,1","2,607","3,148","2,148","90,37","25,25","3,97","248,8","4,477","96,18","14,36"
16/02/17,"189,7","0,758","4,89","17,31","5,27","78,7","2,634","3,157","2,16","90,29","25,21",4,"249,9","4,488","95,36","14,1"
17/02/17,"186,85","0,768","4,95","17,08","5,03","78,69","2,622","3,182","2,297","90,14","25,26","4,06","250,7","4,48","95,27","13,7"
20/02/17,"188,1","0,766","4,99","15,73","5,08","78,59","2,624","3,182","2,235","90,34","25,35","4,05","251,5","4,456","95,36","13,52"
21/02/17,190,"0,776",5,"15,45","5,14","78,38","2,61","3,131","2,212","91,07","25,31","4,09","250,9","4,424","95,05","13,73"
22/02/17,"192,5","0,781","4,98","15,74","5,15","80,25","2,594","3,135","2,101","91,31","25,3","4,13","249,2","4,392","93,77","13,72"
23/02/17,"192,2","0,786","4,99","15,96","5,01","79,65","2,566","3,117","1,987",91,"25,32","4,13","248,5","4,342","93,32","13,96"
