,LVMH,TELECOM ITALIA,NOKIA,DEUTSCHE BANK,AEGON,SCHLUMBERGER,NTTDoCoMo,HONDA MOTOR,TOSHIBA,PROCTER & GAMBLE,BANK OF AMERICA,ENEL,LEGAL & GENERAL,BRIDGESTONE,AIR LQUIDE,GENERALI
20/02/14,"137,149","0,866","5,3","30,01","6,36","91,03","1,673","3,699","4,41","77,92","16,3","3,78",205,"3,62","79,35","16,71"
21/02/14,"137,449","0,872","5,41","29,99","6,59","90,07","1,692","3,68","4,36","77,97","16,29","3,76",205,"3,677","79,43","16,62"
24/02/14,"138,749","0,87","5,53","30,39","6,57","92,72","1,7","3,71","4,38","77,86","16,53","3,77",205,"3,71","79,89","16,56"
25/02/14,"137,349","0,875","5,61","30,27","6,57","92,57","1,702","3,705","4,41","78,12","16,34","3,75",205,"3,706","79,98","16,5"
26/02/14,"135,149","0,85","5,62","29,85","6,55",93,"1,685","3,699","4,42","77,86","16,33","3,71",205,"3,694","79,79","16,38"
27/02/14,"135,599","0,814","5,6","29,79","6,5","91,26","1,701","3,647","4,4","78,19","16,49","3,71",205,"3,667","79,89","16,25"
28/02/14,"134,849","0,824","5,59",30,"6,53","92,49","1,658","3,709","4,44","78,66","16,53","3,72",205,"3,621","80,3","16,29"
03/03/14,"131,049","0,795","5,46","29,07","6,23","92,01","1,665","3,685","4,43","77,48","16,3","3,59",205,"3,703","78,33","15,75"
04/03/14,"133,149","0,844","5,6","29,53","6,43","92,75","1,679","3,732","4,47","78,45","16,73","3,76",205,"3,749","80,58","16,25"
05/03/14,"132,249","0,855","5,68","29,33","6,55","92,98","1,688","3,796","4,56","77,82","17,25","3,87",205,"3,769","80,22","16,33"
06/03/14,"131,649","0,838","5,66","29,66","6,53","92,87","1,691","3,81","4,59","78,06","17,35","3,86",205,"3,809","79,53","16,32"
07/03/14,"131,649","0,816","5,66","28,86","6,36","91,95","1,677","3,732","4,59","78,38","17,33","3,81",205,"3,792","79,31","16,16"
10/03/14,"131,349","0,828","5,69","28,45","6,33","91,17","1,688","3,84","4,65","78,53","17,47","3,83",205,"3,8","79,45","16,19"
11/03/14,"130,899","0,82","5,67","28,21","6,37","90,27","1,655","3,765","4,6","78,95","17,27","3,82",205,"3,725","79,29","16,22"
12/03/14,"128,999","0,806","5,51","27,64","6,39","89,09","1,643","3,721","4,56","79,24","17,28","3,87",205,"3,694","78,41","16,3"
13/03/14,"128,249","0,807","5,43","26,85","6,38","89,78","1,592","3,607","4,38","79,19","17,16","3,94",205,"3,563","77,28","16,16"
14/03/14,"126,749","0,792","5,44","26,44","6,3","90,5","1,572","3,598","4,34","78,98","16,8","3,89","204,7","3,525","76,58","15,93"
17/03/14,"127,999","0,823","5,45","26,71","6,35","90,36","1,583","3,563","4,37","79,84","17,11","4,04","211,7","3,549","76,95","16,15"
18/03/14,"129,099","0,839","5,49","27,14","6,38","91,11","1,562","3,555","4,45","79,77","17,19","4,09","211,9","3,549","77,65","16,24"
19/03/14,"128,299","0,83","5,44","27,62","6,28","92,67","1,549","3,536","4,39","78,78","17,44","4,1","211,1","3,503","77,14","16,07"
20/03/14,"129,299","0,823","5,44","27,71","6,54","93,23","1,575","3,496","4,31","78,32","17,92","4,13","217,7","3,463","77,36","16,17"
21/03/14,"128,949","0,814","5,27","27,51","6,49","95,56","1,588","3,52","4,3","77,88","17,56","4,03","216,4","3,507","78,57","15,86"
24/03/14,"128,449","0,8","5,18","26,85","6,41","95,43","1,586","3,541","4,3","79,3","17,37","3,94","213,5","3,541","77,65","15,64"
25/03/14,"131,299","0,809","5,26","27,18","6,5","96,49","1,571","3,533","4,3","79,81","17,21","4,01",213,"3,587","78,78","15,88"
26/03/14,"132,549","0,839","5,35","27,37","6,58","97,57","1,594","3,554","4,29","79,5","17,18","4,06","212,1","3,588","79,29","16,02"
27/03/14,"132,899","0,839","5,29","27,15","6,62","97,5","1,628","3,634","4,37","79,65","17,01","4,06",211,"3,66","79,27","16,1"
28/03/14,"133,749","0,852","5,37","27,5","6,59","97,96","1,59","3,619","4,38","79,76","16,98","4,11","211,4","3,668","79,73","16,22"
31/03/14,"131,949","0,856","5,39","27,64","6,66","97,69","1,594","3,662","4,44","80,6","17,2","4,11","207,1","3,696","79,14","16,18"
01/04/14,"134,299","0,858","5,48","28,13","6,75","98,07","1,605","3,7","4,4","80,34","17,34","4,1","207,8","3,74","78,9","16,25"
02/04/14,"134,199","0,849","5,55","28,36","6,77","98,03","1,599","3,674","4,43","80,13","17,23","4,03","210,7","3,773","78,91","16,43"
03/04/14,"133,549","0,852","5,6","28,04","6,75","97,6","1,584","3,571","4,35","80,1","17,15","4,11","212,2","3,745","78,93","16,88"
04/04/14,"133,649","0,878","5,54","28,17","6,75","98,44","1,581","3,455","4,25","79,77","16,72","4,12","207,1","3,625","79,81","16,97"
07/04/14,"133,449","0,893","5,32","27,6","6,64","99,02","1,544","3,435","4,18","80,49","16,38","4,1","205,1","3,573","79,29","16,77"
08/04/14,"135,049","0,862","5,59","27,5","6,57","97,32","1,563","3,42","4,19","81,35","16,44","4,08","207,6","3,574","79,78","16,53"
09/04/14,"136,449","0,868","5,55","27,57","6,56","97,1","1,53","3,445","4,15","81,49","16,62","4,14","206,3","3,525","79,25","16,44"
10/04/14,"140,849","0,872","5,56","27,3","6,52","98,48","1,537","3,443","4,13","81,09","16,12","4,03","212,9","3,467","79,35","16,18"
11/04/14,"141,199","0,875","5,42","26,78","6,36","100,11","1,546","3,455","4,12","80,76","15,77","3,96","211,8","3,488","78,56","16,08"
14/04/14,"142,149","0,871","5,33","27,01","6,31","100,94","1,563","3,533","4,21","80,81",16,"4,01","211,8","3,543","78,87","16,19"
15/04/14,"141,999","0,844","5,18","26,52","6,17","99,91","1,581","3,459","4,18","80,84","16,39","3,92","214,3","3,507","78,55","15,87"
16/04/14,"142,949","0,856","5,26","26,71","6,27","101,8","1,579","3,427","4,24","81,65","16,13","4,08","213,5","3,568","79,39","16,35"
17/04/14,"142,699","0,856","5,32","27,15","6,36","102,03","1,581","3,436","4,27","81,76","16,15","4,08",220,"3,525","79,48","16,36"
22/04/14,"143,099","0,89","5,44","27,47","6,44","102,21","1,569","3,428","4,24","81,56","16,09","4,14","221,7","3,612","81,06","16,65"
23/04/14,"142,299","0,898","5,32","27,28","6,46","101,8","1,582","3,476","4,27","81,25","16,29","4,09","222,4","3,704","80,7","16,59"
24/04/14,"142,649","0,89","5,28","27,2","6,47","101,75","1,561","3,435","4,09","80,36","16,37","4,12","227,2","3,651","82,67","16,73"
25/04/14,"141,949","0,864","5,26","26,65","6,41","101,29","1,573","3,47","4,03","81,15","16,34",4,228,"3,712","82,87","16,5"
28/04/14,"141,649","0,877","5,14","26,75","6,42","101,39","1,631","3,315","4,03","81,41","15,95","4,03","227,4","3,724","83,23","16,72"
29/04/14,"140,299","0,898","5,29","27,33","6,55","101,55","1,622","3,38",4,"82,94","14,95","4,12",227,"3,66","83,19","16,98"
30/04/14,"141,749","0,924","5,4","27,04","6,54","100,8","1,635","3,434","4,01","82,44","15,24","4,07","226,6","3,682","82,99","16,83"
02/05/14,"140,799","0,929","5,33","26,9","6,59","101,03","1,645","3,472",4,"82,55","15,14","4,06","224,7","3,698","83,15","16,79"
05/05/14,"140,649","0,924","5,27","26,62","6,53","101,1","1,615","3,371","3,9","82,34","15,09","4,03",223,"3,608","82,99","16,68"
06/05/14,"139,999","0,923","5,23","25,99","6,51",101,"1,639","3,354","3,94","81,92","15,25","3,98","223,3","3,636","82,47","16,58"
07/05/14,"140,099","0,932","5,24","26,01","6,41","101,88","1,647","3,337","3,99","81,7","15,08","4,01","224,6","3,7","83,44","16,63"
08/05/14,"142,699","0,942","5,35","26,46","6,52","100,28","1,639","3,311","3,94","81,13","14,73","4,22","225,1","3,536","84,32","16,74"
09/05/14,"141,849","0,938","5,27","26,29","6,46","100,22","1,664","3,427","4,02","82,09","14,8","4,19","228,7","3,473","84,44","16,57"
12/05/14,"143,249","0,925","5,41","26,43","6,51","100,29","1,685","3,445","4,03","82,16","14,93","4,23","229,3","3,528","85,13","16,62"
13/05/14,"142,949","0,877","5,42","26,67","6,49","100,25","1,69","3,389",4,"82,39","14,74","4,19",230,"3,544","84,76","16,48"
14/05/14,"142,399","0,902","5,39","26,55","6,38","100,74","1,652","3,358","3,96","81,73","15,07","4,16","230,2","3,488","85,37","16,53"
15/05/14,"143,549","0,863","5,3","26,15","6,26","99,5","1,648","3,378","3,92","81,61","15,03",4,"233,3","3,405","85,61","16,39"
16/05/14,"143,749","0,861","5,28","26,16","6,13","99,59","1,644","3,402","3,97","81,17","14,84","4,01",230,"3,386","84,96","16,48"
19/05/14,"142,349","0,856","5,29","25,71","6,18","100,29","1,645","3,407","3,86","80,53","14,55","3,98","230,7","3,399","85,09","15,86"
20/05/14,"142,749","0,842","5,34","25,74","6,27","100,39","1,66","3,473","3,86","80,33","14,51","3,98","231,3","3,447","84,8","15,82"
21/05/14,"143,949","0,831","5,54","25,68","6,34","101,58","1,665","3,502","3,89","79,93","14,67","4,05","235,7","3,499","85,05","15,92"
22/05/14,"143,549","0,827","5,69","25,84","6,33","101,6","1,688","3,565",4,"80,23","14,53","3,96","235,4","3,575","85,57","15,73"
23/05/14,"143,149","0,83","5,78","25,48","6,28","101,39","1,683","3,569","4,01","80,49","14,61","4,06",234,"3,589","85,33","15,96"
26/05/14,"144,249","0,883","5,79","25,64","6,32","102,16","1,691","3,526","4,09","80,65","14,71","4,2","232,2","3,583","85,89","16,59"
27/05/14,"144,649","0,871","5,8","25,78","6,35","101,87","1,691","3,534","4,13","80,52","14,72","4,18","231,2","3,614","85,89","16,53"
28/05/14,"144,199","0,906","5,8","25,77","6,4","103,86","1,69","3,563","4,17","80,08","15,22","4,23","227,6","3,676","85,77","16,66"
29/05/14,"144,499","0,914","5,93","25,65","6,39","104,04","1,696","3,587","4,23","80,1","15,14","4,16","224,7","3,669","85,77","16,55"
30/05/14,"145,949","0,911","5,94","25,3","6,36","103,91","1,709","3,59","4,24","80,4","15,15","4,15","225,6","3,66","86,01","16,61"
02/06/14,"144,699","0,926","5,86","25,27","6,41","103,85","1,73","3,572","4,3","80,79","15,14","4,17","224,8","3,7","86,1","16,7"
03/06/14,"145,049","0,914","5,81","25,15","6,39","103,72","1,729","3,565","4,33","80,36","15,26","4,14",226,"3,697","86,04","16,71"
04/06/14,"145,249","0,938","5,86","25,3","6,48","103,91","1,719","3,58","4,37","79,93","15,21","4,16","226,5","3,695","86,16","16,59"
05/06/14,"145,749","0,949","5,84","24,32","6,51","105,99","1,725","3,564","4,43","79,86","15,21","4,23","226,6","3,706","86,52","16,78"
06/06/14,"143,249","0,986","5,8","25,15","6,55","106,72","1,732","3,563","4,4","80,11","15,43","4,27","226,5","3,679","87,12","16,77"
09/06/14,"143,449","0,989","5,91","25,29","6,56","106,53","1,76","3,58","4,48","80,03","15,59","4,33","224,2","3,714","87,7","16,75"
10/06/14,"144,599","0,99","5,93","25,16","6,54","106,54","1,748","3,575","4,5","80,09","15,84","4,39","224,8","3,694","87,55","16,79"
11/06/14,"144,899","0,993","5,97","25,15","6,52","106,33","1,751","3,556","4,53","80,15","15,92","4,36","226,1","3,704","87,71","16,71"
12/06/14,"144,749","1,003","5,94","24,9","6,45","108,25","1,745","3,511","4,5","80,06","15,59","4,33","225,4","3,646","87,26","16,58"
13/06/14,"144,399","0,987","5,88","24,86","6,42","107,05","1,745","3,531","4,48","79,76","15,42","4,35",227,"3,628","87,14","16,51"
16/06/14,"144,349","0,946","5,89","24,48","6,38","106,1","1,748","3,554","4,49","79,64","15,44","4,36","226,8","3,615","86,46","16,29"
17/06/14,"145,399","0,935","5,68","24,37","6,45","107,08","1,771","3,609","4,59","79,69","15,28","4,38",229,"3,671","87,48","16,42"
18/06/14,"144,849","0,945","5,73","24,49","6,63","107,6","1,759","3,625","4,68","79,58","15,59","4,37","228,1","3,695","87,31","16,54"
19/06/14,"145,699","0,952","5,8","24,8","6,59","108,83","1,73","3,602","4,68","79,79","15,65","4,46","227,3","3,681","87,71","16,63"
20/06/14,"145,699","0,927","5,68","24,1","6,57","108,9","1,736","3,552","4,68","80,24","15,55","4,44","226,4","3,673","87,42","16,5"
23/06/14,"145,499","0,915","5,66","24,08","6,49","106,98","1,726","3,535","4,71","79,93","15,45","4,29","224,7","3,659","86,64","16,34"
24/06/14,"145,849","0,927","5,62",24,"6,52","113,85","1,736","3,533","4,72","79,52","15,64","4,32","224,6","3,613","87,25","16,32"
25/06/14,"143,699","0,93","5,58","23,77","6,42","116,12","1,738","3,522","4,74","79,01","15,49","4,25","226,2","3,526","86,64","16,18"
26/06/14,"141,249","0,933","5,53","23,21","6,38","117,8","1,732","3,537","4,73","79,32","15,47","4,23","229,7","3,545","85,94","16,11"
27/06/14,"140,349","0,921","5,59","23,21","6,36","117,95","1,755","3,548","4,75","78,62","15,41","4,19","230,1","3,608","86,27","16,04"
30/06/14,"140,799","0,925","5,6","22,93","6,37","117,85","1,777","3,555","4,72","79,02","15,33","4,25","233,5","3,737","87,31","16,01"
01/07/14,"140,999","0,917","5,7","23,01","6,42","117,73","1,773","3,535","4,84","78,59","15,37","4,31",233,"3,701","88,26","16,09"
02/07/14,"139,949","0,901","5,62","23,04","6,4","117,5","1,78","3,57","4,82","79,28","15,6","4,38","234,5","3,724","88,19","16,17"
03/07/14,"141,849","0,921","5,58","23,63","6,6","117,43","1,772","3,577","4,79","79,56","15,85","4,34","234,7","3,709","89,52","16,34"
04/07/14,"140,849","0,907","5,38","23,64","6,57","116,75","1,765","3,575","4,81","79,98","16,05","4,31","234,9","3,661","89,96","16,17"
07/07/14,"139,649","0,896","5,46","23,29","6,5","116,96","1,773","3,595","4,76","80,19","15,94","4,24",236,"3,72","88,86","16,05"
08/07/14,"138,449","0,878","5,52","22,79","6,41","115,4","1,753","3,573","4,72","80,56","15,58","4,14",237,"3,702","87,9","15,55"
09/07/14,"139,499","0,88","5,48","23,23","6,43","114,7","1,753","3,515","4,67","81,67","15,6","4,19","235,9","3,69","88,81","15,59"
10/07/14,"139,349","0,876","5,53","22,76","6,38","115,94","1,775","3,557","4,71","81,61","15,44","4,14",235,"3,748","87,17","15,28"
11/07/14,"139,349","0,866","5,46","22,71","6,33","114,46","1,775","3,607","4,82","81,16","15,38","4,2",235,"3,874","87,53","15,39"
14/07/14,"140,349","0,873","5,55","23,24","6,39","115,88","1,778","3,621","4,83","81,32","15,57","4,21","234,9","3,824","88,12","15,4"
15/07/14,"138,699","0,846","5,5","23,69","6,34","114,64","1,794","3,601","4,72","81,26","15,81","4,11","234,4","3,832",87,"15,18"
16/07/14,"139,999","0,909","5,62","24,04","6,44","112,36","1,79","3,569","4,7","80,94","15,51","4,25","232,1","3,803","88,28","15,54"
17/07/14,"138,549","0,872","5,65","23,78","6,32","113,04","1,804","3,586","4,68","80,4","15,2","4,12",233,"3,788","86,85","15,18"
18/07/14,"138,399","0,882","5,7","23,87","6,31","113,41","1,79","3,552","4,692","80,55","15,49","4,16","231,6","3,767","87,17","15,19"
21/07/14,"138,449","0,869","5,72","23,59","6,22","112,11","1,774","3,567","4,627","80,28","15,52","4,11",232,"3,774","86,87","15,02"
22/07/14,"139,249","0,88","6,14","23,79","6,2","113,1","1,815","3,574","4,643","80,1","15,52","4,29","237,7","3,796","87,87","15,28"
23/07/14,"139,799","0,875","6,11","23,63","6,15","111,78","1,845","3,578","4,611","79,99","15,52","4,24","237,8","3,799","87,09","15,32"
24/07/14,"141,249","0,887","6,05",24,"6,26","111,89","1,824","3,548","4,577","80,26","15,62","4,29",237,"3,8","88,02","15,5"
25/07/14,"131,649","0,897","6,12","23,85","6,22","111,12","1,83","3,658","4,567","79,56","15,59","4,26","236,8","3,816","86,44","15,36"
28/07/14,"131,549","0,898","6,09","23,81","6,2","110,27","1,824","3,654","4,62","79,26","15,5","4,24","238,9","3,742","87,09","15,33"
29/07/14,"131,699","0,895","5,93","23,84","6,18","108,39","1,818","3,602","4,55","78,65","15,34","4,31","239,3","3,688","87,96","15,48"
30/07/14,"130,249","0,892","5,85","23,52","6,2","107,95","1,81","3,547","4,55","78,16","15,58","4,26","238,3","3,695","87,39","15,32"
31/07/14,"128,599","0,865","5,85","22,92","6,09","109,67","1,804","3,52","4,556","77,32","15,25","4,26","238,2","3,659","84,14","15,63"
01/08/14,"128,249","0,853","5,97","22,54","6,07","107,08","1,777","3,494","4,548","79,65","14,98","4,16",240,"3,636","82,89","15,6"
04/08/14,"127,449","0,865","5,82","22,39",6,"107,57","1,803","3,505","4,534","79,22","15,05","4,17","240,5","3,62","82,51","15,69"
05/08/14,"129,749","0,825","5,83","22,1","6,04","107,01","1,773","3,411","4,467","79,41",15,"4,07","241,6","3,545","83,65","15,57"
06/08/14,"129,449","0,804","5,71","21,94","5,97","108,38","1,786","3,455","4,494","81,09","15,2","3,92","241,2","3,528","83,76","15,29"
07/08/14,"126,949","0,812","5,81","21,93","5,86","109,21","1,787","3,455","4,514","80,14","15,12","3,8","241,8","3,531","82,38","15,1"
08/08/14,"126,649","0,825","5,79","21,91","5,81","107,87","1,786","3,491","4,547","80,95","15,2","3,76","241,3","3,543","82,45","15,1"
11/08/14,"127,649","0,829","5,81","22,14","5,94","107,62","1,808","3,469","4,555","81,48","15,22","3,84","239,6","3,549","83,52","15,28"
12/08/14,"127,899","0,823","5,85","22,02","5,93","105,91","1,803","3,474","4,538","81,42","15,21","3,84","241,7","3,56",83,"15,22"
13/08/14,"128,499","0,823","5,8","21,8","5,96","106,53","1,803","3,465","4,568","81,48","15,25","3,9","241,2","3,537","84,26","15,33"
14/08/14,"128,199","0,81","5,87","22,03","5,75","108,14","1,808","3,482","4,651","81,95","15,32","3,9","241,7","3,547","84,02","15,18"
15/08/14,"127,199","0,81","5,95","22,13","5,78","109,42","1,821","3,499","4,638","81,78","15,22","3,93","243,3","3,56","83,34","15,22"
18/08/14,"128,499","0,822","6,19","22,15","5,79","109,85","1,829","3,58","4,698","82,44","15,45","3,89","242,6","3,637","84,23","15,19"
19/08/14,"129,649","0,822","6,28","22,35","5,83","109,44","1,825","3,572","4,669","82,69","15,45","3,9","241,7","3,688","84,68","15,21"
20/08/14,"129,849","0,843","6,22","22,44","5,83","109,03","1,822","3,575","4,679","82,81","15,52","3,97","239,2","3,676","84,48","15,47"
21/08/14,"130,649","0,833","6,27","22,94","5,77","110,22","1,814","3,543","4,662","83,28","16,16","3,92","238,5","3,66","85,08","15,37"
22/08/14,"129,499","0,842","6,28","23,41","5,78","111,02","1,8","3,539","4,616","83,39","16,13","4,06","237,6","3,646","84,25","15,66"
25/08/14,"131,849","0,836","6,22","23,68","5,82","111,04","1,79","3,532","4,61","83,54","16,29","4,12","236,6","3,608","86,35","15,82"
26/08/14,"133,149","0,863","6,17","23,31","5,98","110,16","1,799","3,513","4,586","83,38","16,33","4,13","238,1","3,569","87,07","15,76"
27/08/14,"132,699","0,874","6,4","23,24","6,03","109,64","1,81","3,472","4,58","83,31","16,2","4,01","237,1","3,579","86,71","15,47"
28/08/14,"131,799","0,876","6,31","23,18","5,97","108,06","1,823","3,519","4,662","83,03","16,01","4,03",235,"3,632","86,1","15,56"
29/08/14,"132,049","0,866","6,4","23,25","6,02","108,17","1,837","3,552","4,632","83,11","16,09","4,02","236,9","3,625","86,1","15,47"
01/09/14,"132,899","0,863","6,46","23,79","6,02","105,64","1,829","3,555","4,604","82,98","16,27",4,"238,8","3,603","85,97","15,71"
02/09/14,"133,049","0,862","6,5","24,1","6,11","106,76","1,829","3,555","4,653","82,9","16,1","4,14","238,7","3,602","85,83","16,07"
03/09/14,"136,899","0,878","6,44","24,14","6,29","104,49","1,843","3,553","4,723","83,7","16,11","4,25","238,4","3,584","86,68","16,44"
04/09/14,"137,599","0,87","6,55","24,21","6,34","103,97","1,864","3,593","4,714","83,77","16,02","4,23","235,5","3,62","88,02","16,43"
05/09/14,"136,649","0,887","6,46","24,06","6,37","104,27","1,862","3,628","4,836","83,32","16,35","4,21","234,7","3,666","87,36","16,38"
08/09/14,"136,249","0,914","6,47","24,29","6,38","104,45","1,879","3,664","4,9","82,99","16,14","4,2","234,9","3,698","87,29","16,33"
09/09/14,"135,949","0,919","6,53","24,34","6,38","102,22","1,888","3,687","4,881","83,64","16,36","4,2","234,4","3,69","86,95","16,36"
10/09/14,"135,899","0,932","6,54","24,17","6,39","103,05","1,886","3,65","4,913","83,49","16,57","4,2","233,9","3,624","86,29","16,19"
11/09/14,"136,799","0,927","6,69","24,05","6,34","104,96","1,898","3,638","4,905","83,26","16,79","4,22","228,9","3,606","86,46","16,23"
12/09/14,"136,199","0,919","6,56","24,01","6,39","103,31","1,91","3,713","4,945","83,87","16,74","4,16","227,6","3,641","86,67","16,1"
15/09/14,"136,799","0,9","6,64","24,17","6,5","104,47","1,91","3,756","5,013","84,08","16,71","4,15","224,5","3,677","86,68","16,08"
16/09/14,"135,649","0,914","6,71","24,73","6,52","103,21","1,906","3,774","5,034","84,16","16,77","4,2",228,"3,671","85,86","16,36"
17/09/14,"134,649","0,906","6,82","25,26","6,5","101,72","1,885","3,771","5,038","84,19","17,04","4,2","226,8","3,607","86,25","16,48"
18/09/14,"135,649","0,894","6,75","25,07","6,61","102,09","1,901","3,817","5,152","84,47","16,95","4,17","225,2","3,64","87,71","16,5"
19/09/14,"134,449","0,888","6,65","24,6","6,64","102,07","1,873","3,745","5,138","84,81","17,03","4,16","227,7","3,613","87,73","16,38"
22/09/14,"132,449","0,888","6,77","24,89","6,64","101,01","1,87","3,77","5,15","84,44","17,05","4,06","223,2","3,639","87,51","16,13"
23/09/14,"130,749","0,913","6,78","24,62","6,63","103,46","1,831","3,8","5,082","85,24","17,18","4,14","220,3","3,622","85,79","16,39"
24/09/14,"132,699","0,914","6,78","24,72","6,61","103,28","1,83","3,744","5,034","84,33","16,85","4,11","222,9","3,629","86,76","16,33"
25/09/14,"130,799","0,931","6,76","24,54","6,58","101,69","1,769","3,588","4,869","84,58","17,03","4,19","222,5","3,53","84,75","16,56"
26/09/14,"130,849","0,91","6,76","24,79","6,56","98,85","1,767","3,539","4,843","84,44","17,01","4,13","216,5","3,556","84,69","16,28"
29/09/14,"128,849","0,908","6,61","24,74","6,58","97,78","1,758","3,605","4,971","83,74","17,05","4,2","213,9","3,611","84,35","16,66"
30/09/14,"128,699","0,891","6,5","23,95","6,53","97,9","1,752","3,591","4,756","83,14","16,82","4,15","220,2","3,596","85,51","16,5"
01/10/14,"127,349","0,866","6,65","24,27","6,52","98,56","1,743","3,541","4,735","83,05","16,88","3,99","221,1","3,537","84,43","15,97"
02/10/14,"125,899","0,881","6,83","23,71","6,36","98,23","1,718","3,526","4,647","83,79","17,29","4,07","224,9","3,501","82,68","16,19"
03/10/14,"127,849","0,868","6,56","23,47","6,48","98,44","1,719","3,473","4,56","83,57","17,29","4,01","225,5","3,451","83,1","16,18"
06/10/14,"128,199","0,862","6,41","23,14","6,48","94,92","1,674","3,404","4,443","83,16","16,88","3,92","224,6","3,358","83,76","15,91"
07/10/14,"125,749","0,852","6,46","22,59","6,38","93,07","1,693","3,417","4,48","84,18","17,12","3,9","222,6","3,504","83,59","15,96"
08/10/14,"126,349","0,832","6,34","22,44","6,3","90,93","1,661","3,285","4,336","83,66","16,59","3,88","222,8","3,43","82,57","15,83"
09/10/14,"127,099","0,828","6,4","22,33","6,26","88,96","1,613","3,255","4,261","84,69","16,48","3,85","224,6","3,329","83,38","15,76"
10/10/14,"124,999","0,811","6,36","21,49","6,16","89,21","1,697","3,368","4,414","83,37","16,4","3,81","224,7","3,462","81,66","15,52"
13/10/14,"125,599","0,84","6,03","20,83","6,18","90,64","1,675","3,316","4,348","83,55","16,52","3,8","227,7","3,461","81,33","15,69"
14/10/14,"125,099","0,799","6,13","21,5","6,21","93,97","1,728","3,412","4,427","82,95","15,76","3,62",231,"3,514","82,19","15,02"
15/10/14,"124,899","0,767","6,3","21,55","5,93","94,6","1,704","3,366","4,444","82,24","16,08","3,55","230,6","3,487","79,59","14,79"
16/10/14,"123,749","0,782","6,18","22,13","5,85","97,75","1,72","3,322","4,506","83,27","16,21","3,65","235,2","3,49","79,41","15,2"
17/10/14,"125,199","0,787","6,44","22,19","6,02","95,99","1,74","3,331","4,504","84,18","16,26","3,66","237,5","3,533","81,46","15,16"
20/10/14,"124,949","0,803","6,51","22,43","5,97","98,26","1,733","3,306","4,497","84,61","16,6","3,74","237,4","3,507","80,27","15,5"
21/10/14,"126,549","0,815","6,74","22,4","6,11","97,24","1,78","3,304","4,546","84,23","16,4","3,78",236,"3,536","82,17","15,66"
22/10/14,"127,049","0,826","6,63","22,07","6,14","93,52","1,777","3,323","4,629","83,23","16,6","3,83","238,3","3,525","81,76","15,81"
23/10/14,"128,549","0,839","6,6","22,54","6,2","96,51","1,862","3,479","4,836","85,16","16,72","3,85",241,"3,652","83,02",16
24/10/14,"128,249","0,819","6,65",22,"6,2","97,41","1,83","3,537","4,925","85,95","16,59","3,8","240,7","3,775","82,05","15,77"
27/10/14,"128,449","0,856","6,57","21,69","6,16","97,62","1,847","3,622","4,995","86,47","16,8","3,92","242,5","3,813","82,79","16,1"
28/10/14,"129,899","0,86","6,59","22,21","6,27","98,66","1,824","3,617","4,962","86,54","16,99","3,92","243,4","3,805","83,43","15,88"
29/10/14,"131,449","0,867","6,66","22,13","6,24","96,52","1,833","3,645","4,987","86,94","17,03","3,91","244,8","3,829","84,3","15,85"
30/10/14,"132,699","0,903","6,75","21,8","6,34","94,16","1,802","3,589","4,998","87,27","17,16","4,07","244,1","3,826","84,23","16,34"
31/10/14,"135,349","0,898","6,51","22,07","6,49","96,64","1,845","3,532","5,006","87,38","17,27","3,9",245,"3,758","85,23","16,13"
03/11/14,"134,799","0,873","6,61","22,02","6,43","96,98","1,832","3,592","4,961","88,64","17,21","3,85",245,"3,801","84,32",16
04/11/14,"131,949","0,903","6,64","21,67","6,4","98,73","1,856","3,626","4,928",89,"17,34","3,97","245,8","3,829","83,62","16,41"
05/11/14,"133,999","0,878","6,43","21,56","6,51","98,29","1,867","3,72","4,985","88,9","17,36","3,93","243,5","3,882","85,39","16,37"
06/11/14,"135,299","0,865","6,56","21,55","6,57","98,36","1,837","3,63","4,844","89,13","17,36","3,82","244,9","3,768","85,83","16,3"
07/11/14,"133,899","0,856","6,59","21,14","6,54","97,43","1,87","3,676","4,952","89,45","17,37","3,92","243,9","3,832","84,71","16,42"
10/11/14,"135,749","0,87","6,5","21,23","6,61","94,85","1,882","3,622","4,99","89,67","17,32","3,93","245,2","3,867","85,46","16,41"
11/11/14,"136,749","0,87","6,65","21,32","6,61","95,32","1,88","3,677","5,031","89,48","17,29","3,7","246,7","3,911","86,18","16,16"
12/11/14,"136,149","0,887","6,28","21,49","6,5","95,63","1,847","3,69","5,048","88,6","17,22","3,67","245,4","3,918","85,41","16,2"
13/11/14,"137,749","0,901","6,21","21,72","6,1","95,28","1,85","3,742","5,072","88,11","17,14","3,69","246,5","3,981","86,04","16,25"
14/11/14,"137,749","0,912","6,42","21,81","6,09",95,"1,859","3,634","5,123","87,84","17,09","3,71","246,1","4,009","85,98","16,44"
17/11/14,"138,349","0,903","6,2","21,56","6,1","96,14","1,834","3,513","5,175","87,95","17,14","3,73","244,9","3,966","86,24","16,5"
18/11/14,"139,449","0,914","6,28","22,25","6,22","97,87","1,852","3,572","5,275","88,73","17,06","3,69",247,"4,08","87,13","16,66"
19/11/14,"140,349","0,904","6,54","22,7","6,19","98,45","1,866","3,596","5,31","88,47",17,"3,61","245,5","4,122","87,21","16,71"
20/11/14,"139,899","0,92","6,57","23,12","6,07","95,2","1,87","3,628","5,405","88,6","17,12","3,77","240,3","4,16","86,61","17,2"
